epoch;loss
0;60.44637162127112
1;57.30756683030183
2;54.989569183191854
3;53.631073823176635
4;52.49149316300513
5;51.46664445089674
6;50.49033838355944
7;49.52727553069008
8;48.61786216262894
9;47.73908928899553
10;46.842854519903256
11;45.989263420546635
12;45.12226437526169
13;44.24489827094341
14;43.44914819887958
15;42.599037303884636
16;41.76951711865468
17;40.990490348243235
18;40.17326148918042
19;39.381596178553586
0;38.597734393031274
1;37.81321393215616
2;37.0013528409006
3;36.25558417784682
4;35.45325977467063
5;34.720276381513436
6;33.92681047152173
7;33.22708269599135
8;32.51277065745646
9;31.884851891069506
10;31.184829590173607
11;30.644835119801137
12;30.066216138669496
13;29.419676932387336
14;28.872089143157307
15;28.30875620375675
16;27.831843550906928
17;27.346590111051626
18;26.93900776720212
19;26.42991495647847
0;25.984433589102025
1;25.625758369133873
2;25.200867032171566
3;24.809260575118525
4;24.47731634526178
5;24.098023554645934
6;23.73187341542166
7;23.470319902830163
8;23.110887267850632
9;22.821801032943423
10;22.540428388804756
11;22.2594649733353
12;22.003424022974592
13;21.751639845655735
14;21.43185180460021
15;21.248701245923183
16;21.030008116072782
17;20.8615396234559
18;20.62976029882082
19;20.388271695297266
0;20.262367238186403
1;20.06848149188189
2;19.885194700785988
3;19.772292693167415
4;19.593996011141847
5;19.435563221549003
6;19.287463393394503
7;19.191609619795123
8;19.039029438095234
9;18.93318928668738
10;18.77580034372751
11;18.77879747649955
12;18.556309096606533
13;18.45698730878463
14;18.38303098846858
15;18.247480826533305
16;18.193872488532524
17;18.15457142775992
18;18.07220421851091
19;17.948912735154842
0;17.826876626670877
1;17.771058104337396
2;17.710314429900766
3;17.613798410547087
4;17.672135174511265
5;17.577978272518923
6;17.509079332979535
7;17.450338199045238
8;17.3311987653742
9;17.335081503250397
10;17.29117321549443
11;17.282822882782295
12;17.211457262077076
13;17.189505185668203
14;17.086385413288138
15;17.11361725365901
16;17.01545241465047
17;17.080314031928445
18;16.996264960350565
19;16.9483060424879
0;16.879485508976657
1;16.88021097359645
2;16.838202769892703
3;16.83883457580676
4;16.742049094872517
5;16.77816527802549
6;16.70267019639761
7;16.64365127282512
8;16.64078007122481
9;16.67679280640299
10;16.607113411981974
11;16.511450919000026
12;16.552855226685644
13;16.522090928284715
14;16.495469736860407
15;16.44036599267332
16;16.450659282775753
17;16.463843537257006
18;16.421876489487147
19;16.387027018347375
0;16.341702975217192
1;16.332498787295567
2;16.36504936768294
3;16.358815830113535
4;16.34242918979568
5;16.31336960356794
6;16.27588135588962
7;16.26268451161991
8;16.199483271110022
9;16.270303331884328
10;16.18637495325688
11;16.239319838773497
12;16.19193262338241
13;16.127301625797607
14;16.139184528379676
15;16.17213682566713
16;16.099656026448017
17;16.106023116353565
18;16.093182345602305
19;16.077980995300454
0;16.00324108581569
1;16.07701057445979
2;16.00477317120359
3;16.016323486559873
4;15.990036781439132
5;15.990717150916781
6;16.03473010979688
7;15.949314546090054
8;16.01394162227135
9;15.938031755712137
10;16.034724921282198
11;16.00413088566898
12;15.935518714819061
13;15.896922436111703
14;15.988463099113762
15;15.863379410943233
16;15.927161594302374
17;15.879351984590295
18;15.832357092812666
19;15.818234481759372
0;15.83689807339043
1;15.835753659525283
2;15.803953703126032
3;15.855926220484351
4;15.806091091677354
5;15.838098094857232
6;15.815106410689319
7;15.741691946917129
8;15.733761864541286
9;15.81308959815566
10;15.762467156095395
11;15.732506384511177
12;15.730822199131568
13;15.738974600766793
14;15.722375466638502
15;15.7063626285986
16;15.66980312704485
17;15.69609144506366
18;15.702468883600616
19;15.675824323957222
0;15.646808671122171
1;15.638599633528829
2;15.664529770509585
3;15.690685285254597
4;15.652972630761427
5;15.629787120834575
6;15.654654374405581
7;15.56703153693264
8;15.58181052599692
9;15.618243292150408
10;15.627309884062264
11;15.629148741791493
12;15.63624991935469
13;15.556188104275622
14;15.612748818603887
15;15.53185229395773
16;15.562843177463924
17;15.543238458443152
18;15.47420875954955
19;15.525030518930796
0;15.476408447312561
1;15.501221430226801
2;15.44092628152896
3;15.472843067656314
4;15.496546979858461
5;15.449102481223234
6;15.484384009853077
7;15.440229665363706
8;15.527849650491984
9;15.494500188818959
10;15.408669153822121
11;15.466557927656629
12;15.433743831781033
13;15.45729700725642
14;15.402784070725392
15;15.409018814454255
16;15.393389546245269
17;15.489660070142829
18;15.435834741675931
19;15.37382993133013
0;15.447998510531757
1;15.414655208974706
2;15.423175717610217
3;15.416668937905726
4;15.323378170693186
5;15.365255359012925
6;15.383840912689223
7;15.397058893025198
8;15.356275229185748
9;15.352881465681586
10;15.335049932747705
11;15.326923336870479
12;15.356432127617463
13;15.348213235647558
14;15.38474727022239
15;15.356666615625853
16;15.28465702860991
17;15.288128636946421
18;15.32114055609262
19;15.326221963049086
0;15.38234685469291
1;15.248421487414241
2;15.26932202008053
3;15.293059203566362
4;15.294278743393669
5;15.271242150564891
6;15.291761927324158
7;15.270881721524939
8;15.298095815820483
9;15.252573896779577
10;15.263889498003127
11;15.290659244278391
12;15.241114275455576
13;15.25726443228903
14;15.281891493121577
15;15.21362686943569
16;15.223731601702212
17;15.218406836592454
18;15.21878508777515
19;15.22013339474011
0;15.21399213240291
1;15.214017918848668
2;15.229638669788953
3;15.22941111520104
4;15.175279963055726
5;15.147825713872084
6;15.253310880906692
7;15.197412470269448
8;15.18160731570298
9;15.203336706123608
10;15.172524642887296
11;15.2376305680408
12;15.238492859277201
13;15.174880523533336
14;15.169362699735442
15;15.187652835771795
16;15.17056255602962
17;15.132797153368761
18;15.169123604576015
19;15.181966353405972
0;15.207731135515797
1;15.121348872445306
2;15.136984271598187
3;15.089887025146771
4;15.1447119297046
5;15.175035400739386
6;15.110227687307825
7;15.106841897070167
8;15.118365285865835
9;15.097129708185513
10;15.125882377474577
11;15.087525328053013
12;15.081929941039249
13;15.191447517366337
14;15.130759135505526
15;15.114041440555255
16;15.129756215096702
17;15.124306600911861
18;15.10894278059675
19;15.009099172069918
0;15.060571305636802
1;15.09603721479148
2;15.066587796922006
3;15.055683295740119
4;15.074102218918998
5;15.089301524078973
6;15.056136528776545
7;15.163332474187412
8;15.097286803569492
9;15.03899073685311
10;15.031779170479398
11;15.056539998975502
12;15.052328723291923
13;15.0474084477741
14;15.03062558215895
15;15.000092308641564
16;14.96508688239564
17;15.023477688610628
18;15.02770469839256
19;14.987005549442378
0;14.96135051435737
1;14.962451159635766
2;15.027703173132949
3;14.997076569014206
4;14.98151082235139
5;15.07497037630973
6;14.97315848291814
7;14.960468830167802
8;14.967442140812683
9;14.997021543224369
10;14.981680276958489
11;14.958659291272488
12;14.921925139140965
13;14.951239926244527
14;15.034420096054792
15;14.990791349932115
16;15.000975531373005
17;14.991124480589699
18;14.95737713822623
19;14.880354488604386
0;14.92269582858827
1;14.968846801467395
2;14.974529400076356
3;14.968440560939683
4;14.976166323961143
5;14.888084950652631
6;14.949792407897096
7;14.965709677275067
8;14.883028427518743
9;14.912322260677806
10;14.935765369580048
11;14.885088328636405
12;14.878679742021472
13;14.928997802832159
14;14.883346785941658
15;14.907685804617635
16;14.884327875491714
17;14.820404543974227
18;14.898646223604661
19;14.884069251826741
0;14.870097268267893
1;14.879315633004166
2;14.81324359844744
3;14.983205853265552
4;14.92404783674015
5;14.864558231236257
6;14.860525830581318
7;14.871314669407106
8;14.824146054568935
9;14.805701559293874
10;14.820595632324858
11;14.851949457662467
12;14.79745092174807
13;14.852053681101147
14;14.852368611193846
15;14.85428862592699
16;14.886183868230889
17;14.837299211452939
18;14.808667273575816
19;14.839320934673914
0;14.818706712377685
1;14.815663748357473
2;14.837008770463427
3;14.847976294943813
4;14.86302165228915
5;14.835712398474131
6;14.773992556175408
7;14.805177197318036
8;14.802129602638004
9;14.828032426894813
10;14.80603727901405
11;14.799537085313414
12;14.823237098928201
13;14.789939402780188
14;14.729189610478207
15;14.770910587458282
16;14.811215663937128
17;14.833922082592412
18;14.763785192589282
19;14.761102817729501
0;14.77083724453748
1;14.747510902455959
2;14.677913172005558
3;14.769834954628509
4;14.747079278228274
5;14.747029534825277
6;14.746449815818
7;14.781011770306025
8;14.791674994045247
9;14.757352887690335
10;14.773855813611867
11;14.813581752080392
12;14.766622979775311
13;14.765812590064469
14;14.734676608028062
15;14.754595138864994
16;14.737014345557023
17;14.713664533154144
18;14.734556348054815
19;14.724469206021169
0;14.723574588089683
1;14.692440594439983
2;14.690531209221348
3;14.756287042988804
4;14.756097386962718
5;14.729523071929219
6;14.709951312262769
7;14.752771017923916
8;14.703548404831967
9;14.693781419419038
10;14.72499457846724
11;14.677497935151486
12;14.69207932169141
13;14.743387403515458
14;14.686915115131217
15;14.752158064261023
16;14.693220138957235
17;14.709705295824316
18;14.666932766015941
19;14.67126066196722
0;14.667831723090192
