epoch;loss
0;67.21359116211394
1;67.17364071179729
2;67.17287037088141
3;67.17273944697548
4;67.17267437768497
5;67.17264559589502
6;67.17261754547114
7;67.1725916808546
8;67.17257479704922
9;67.1725704689278
0;67.17255222922054
1;67.17254379955033
2;67.17253315009368
3;67.1725296847695
4;67.17252510941617
5;67.17251247503661
6;67.17251922437255
7;67.17250944478077
8;67.17250683736081
9;67.17250371264309
0;67.17250237644909
1;67.17249523404297
2;67.17249260976938
3;67.1724909760544
4;67.17248828069656
5;67.17248982987152
6;67.17248680980941
7;67.17248520518055
8;67.17248112714529
9;67.17248379029097
0;67.17247934405822
1;67.1724794385201
2;67.17247939665785
3;67.17247704489661
4;67.1724772321894
5;67.1724722208163
6;67.17247569660606
7;67.1724742231365
8;67.17247582341605
9;67.17247249631882
0;67.17247117711437
1;67.17247046484455
2;67.17247073694915
3;67.17247403095074
4;67.17246960524136
5;67.17246890282547
6;67.17246723526732
7;67.17246666713683
8;67.17246805103748
9;67.17246496315309
0;67.1724650403536
1;67.17246510871954
2;67.17246425951396
0;67.17246438047954
1;67.17245971990664
2;67.1724582680478
3;67.172458498562
4;67.17245783542594
0;67.17246299766622
1;67.17246346250026
