epoch;loss
0;49.376073394090916
1;47.955204860166766
2;47.146880366984725
3;46.49384636819759
4;45.91143692351228
5;45.41311850666802
6;44.946515235386435
7;44.52196336194769
8;44.1438403363099
9;43.72689527428314
0;43.34977883765757
1;42.98717049983388
2;42.6141572187435
3;42.24469002948007
4;41.89688711713615
5;41.53095277750203
6;41.18797903200397
7;40.84491269292385
8;40.48668642179814
9;40.14726545405796
0;39.798496558401915
0;39.78587440493577
1;39.44815112501603
2;39.143532060411786
3;38.77936473010074
4;38.49389481341894
5;38.179400847515545
6;37.82817573799488
7;37.53079207458762
8;37.21139985207317
9;36.9009844024426
0;36.60005168035756
1;36.30081331858797
2;35.97945989634895
3;35.679232341097716
4;35.382452179678694
5;35.099377673714535
6;34.79181435150956
7;34.4888975659813
8;34.21511181506911
9;33.94748644740196
0;33.69454625444873
1;33.382018012926416
2;33.08793824459727
3;32.797897376651946
4;32.4591539590309
5;32.208635819805
6;31.95873210535183
7;31.698675501037165
8;31.382479334141753
9;31.127642574938577
0;30.869581270546643
1;30.61018635460298
2;30.321579078201463
3;30.086868528981416
4;29.796002020805382
5;29.60517232947667
6;29.264218587927864
7;29.045684613908495
8;28.801778932343446
9;28.53001865553936
0;28.263591371996025
1;28.01133238922033
2;27.83752472782548
3;27.57579081441574
4;27.46223266648046
5;27.1375347485601
6;26.90604910222676
7;26.741625172284078
8;26.523809638115203
9;26.34720342501993
0;26.130165944614124
1;26.084668787197707
2;25.856967835573034
3;25.619072777238745
4;25.45392224006
5;25.361553570869685
6;25.193797491482478
7;25.02929404481308
8;24.832133002545632
9;24.764875892349796
0;24.5463712056274
1;24.47313359769413
2;24.41265116697315
3;24.173501248638562
4;24.14819891468547
5;24.03021397207608
6;23.910757624183226
7;23.747598212391313
8;23.712817632701572
9;23.5888586082538
0;23.47876477441568
1;23.383751771596707
2;23.321825461684696
3;23.253429129422152
4;23.1934602559818
5;23.129235461846687
6;23.02559462074942
7;22.87367437632227
8;22.904260553520334
9;22.753261333643152
0;22.73188897066733
1;22.618677516450198
2;22.65686344692229
3;22.42718008887903
4;22.38752361602264
5;22.36667645679875
6;22.32315175359534
7;22.231656338660432
8;22.20946402399641
9;22.087170848751633
0;22.02420126076187
1;22.059005065809778
2;21.958485513168988
3;21.896645546622064
4;21.77885940561544
5;21.78823123041836
6;21.735554471631886
7;21.557660845882136
8;21.56400196254917
9;21.459718569054786
0;21.423000926148124
1;21.39853835359465
2;21.280927684720666
3;21.30262954513748
4;21.21695157805541
5;21.160171737060633
6;21.10463612274958
7;20.92727924987294
8;21.00730287974138
9;20.944075854562428
0;20.903783731075077
1;20.790082477218032
2;20.874615576640462
3;20.752270200192942
4;20.67028687920386
5;20.726636703279453
6;20.769242645314506
7;20.571098685844355
8;20.633921415940502
9;20.569983662467042
0;20.542815158434816
1;20.46914086042757
2;20.53114859764294
3;20.428815022880514
4;20.417795094831593
5;20.271467017661926
6;20.245759064324716
7;20.23103048009157
8;20.231081481628326
9;20.23833257668273
0;20.070976616721126
1;20.13737396035816
2;20.055700350951984
3;20.18567072860345
4;19.98803683557144
5;19.979743483477154
6;19.983645332606493
7;20.040843074865794
8;19.948276422221404
9;19.89861928028398
0;19.90171895460309
1;19.881144764277558
2;19.808744604514967
3;19.895297689911704
4;19.72825246878905
5;19.70416597059128
6;19.86048667232482
7;19.795793049496837
8;19.78746072766005
9;19.68896396776889
0;19.669252990535906
1;19.64263384997098
2;19.619245161283125
3;19.65511673542035
4;19.64232495942499
5;19.613302146362926
6;19.58728335075439
7;19.57317535802431
8;19.559657649923558
9;19.52514876376076
0;19.4753303438467
1;19.510992851601873
2;19.378683904722887
3;19.526005405262044
4;19.464706800071177
5;19.355227275239006
6;19.42464864145477
7;19.47716502423973
8;19.294158705712267
9;19.331536689175085
0;19.299501144822095
1;19.30859486685893
2;19.303472771419564
3;19.3716027789204
4;19.278770786806163
5;19.326092701666038
6;19.239176978947373
7;19.249895245876885
8;19.17262742965057
9;19.17097573726055
0;19.148897416519482
1;19.156198104745044
2;19.192330497348358
3;19.099557578658196
4;19.111448884704764
5;19.176680550931952
6;19.232967313202053
7;19.07235357333374
8;18.974897483013038
9;19.053945640651765
0;19.006636930867366
1;18.970281561995115
2;19.10807234812842
3;19.1051523366519
4;19.061468136588143
5;19.007660736714094
6;18.85745733347857
7;19.00237136464536
8;18.9405408885111
9;18.861247241090354
0;18.997762988821762
1;18.93922798368496
2;18.882942141127067
3;18.873850602926776
4;18.91823529751168
5;18.889655623637214
6;18.89582740683521
7;18.829729706061176
8;18.72317203719283
9;18.718269584978835
0;18.747998374766485
1;18.747765610444986
2;18.780127530477422
3;18.725693290446365
4;18.664879639917956
5;18.66116410439378
6;18.757063872678305
7;18.65958911464965
8;18.675100667620256
9;18.69504713555552
0;18.741651517161174
1;18.63855021539284
2;18.61820896541752
3;18.58769138226361
4;18.631041000186393
5;18.67959609497276
6;18.51549101658223
7;18.588954460261338
8;18.51909789147451
9;18.483119905985667
0;18.472444462096178
1;18.5802994897763
2;18.499130267576025
3;18.396598172116025
4;18.42919483548051
5;18.431102276638402
6;18.534511829534086
7;18.498838207692106
8;18.470114129401686
9;18.421043086786312
0;18.438680174183688
1;18.408485440970203
2;18.35885443570296
3;18.300276451443157
4;18.302862749284408
5;18.28844108467373
6;18.326089197605672
7;18.35340525403027
8;18.21969916077106
9;18.296657050462706
0;18.17302781370537
1;18.227112950390644
2;18.16901258683002
3;18.154340024545164
4;18.09371256403994
5;18.243175630105814
6;18.229191367737005
7;18.145781834274644
8;18.249642392909564
9;18.12242150292685
0;18.118786014033404
1;18.10086260225373
2;18.1168597766756
3;18.025471412290088
4;18.103906978668135
5;17.99610658118648
6;18.060257668918474
7;17.94137318317413
8;18.11898373454024
9;18.077608185449183
0;17.9537436569032
1;17.96206025572851
2;17.98574199645593
3;17.938177064116115
4;17.907181339686275
5;18.016006302617367
6;18.03035985786172
7;17.841396408698795
8;17.8065404751804
9;17.91136442086962
0;17.87910085885407
1;17.851629558987497
2;17.88318672113577
3;17.9167472532932
4;17.838175381739685
5;17.73518514151525
6;17.77842995257936
7;17.98917073838046
8;17.821927256806134
9;17.80518968107907
0;17.805304137151715
1;17.80736486287365
2;17.757839049872988
3;17.745846480341925
4;17.79015026560082
5;17.682315645477328
6;17.84082565228106
7;17.681830961441385
8;17.675295810014106
9;17.631802583312908
0;17.723755410066143
1;17.72944282953215
2;17.620864762421114
3;17.630707310115632
4;17.595406136804893
5;17.67173510880659
6;17.65179090221419
7;17.5505025731061
8;17.665218137300347
9;17.626220932789714
0;17.55421420271613
1;17.59114693106203
2;17.609186252811938
3;17.55663247161382
4;17.6475619095118
5;17.63339023890123
6;17.584811183194205
7;17.640781054845814
8;17.519196348064757
9;17.623518208648864
0;17.536162350936475
1;17.51501377233746
2;17.563908672327667
3;17.58003971373793
4;17.505239979136395
5;17.599432671804685
6;17.507900847995874
7;17.629074361614705
8;17.474892812586205
0;17.573981107911216
1;17.44707191438335
2;17.57627874687031
3;17.523309348329644
4;17.44209976268325
5;17.49996981963043
6;17.435098790851452
7;17.557406910952416
8;17.480968437523064
9;17.42407629153633
0;17.603540708674966
1;17.634016952146315
2;17.50705121169312
3;17.50811747486285
4;17.446009087485685
5;17.444094130304514
6;17.423170613118696
7;17.507700256340318
8;17.513637039120418
9;17.406220267491914
0;17.46144399965236
1;17.371819793964576
2;17.36379415926528
3;17.471612281942708
4;17.47240510322506
5;17.33742556751115
6;17.344105604430435
7;17.425830470930155
8;17.442436329373365
9;17.411161115762333
0;17.41969032155759
1;17.42284359718812
2;17.382973713722166
3;17.343300021041106
4;17.41118494914246
5;17.397045880574687
6;17.47473939302321
7;17.29406829348627
8;17.384655593447466
9;17.403172477231646
0;17.388644022079625
1;17.260267797584298
2;17.343337224550165
3;17.447163186892116
4;17.400901994128745
5;17.353945145161784
6;17.37702451545585
7;17.413610516953987
8;17.436799354781563
9;17.347047279551862
0;17.32610737322835
